day,nominal,S_2_RCP_8.5,S5_4.0
578,29.83791667,29.83791667,29.83791667
579,41.96541667,41.96541667,41.96541667
580,109.76,109.76,109.76
581,64.38791667,64.38791667,64.38791667
582,48.43458333,48.43458333,48.43458333
583,55.42916667,55.42916667,55.42916667
584,32.30416667,32.30416667,32.30416667
585,24.33416667,24.33416667,24.33416667
586,81.13375,81.13375,81.13375
587,54.62333333,54.62333333,54.62333333
588,30.45304348,30.45304348,30.45304348
589,63.02083333,63.02083333,63.02083333
590,37.64,37.64,37.64
591,21.03833333,21.03833333,21.03833333
592,26.78147086,26.78147086,26.78147086
593,20.38,20.38,20.38
594,40.37416667,40.37416667,40.37416667
595,26.15541667,26.15541667,26.15541667
596,63.57208333,63.57208333,63.57208333
597,27.12041667,27.12041667,27.12041667
598,28.37833333,28.37833333,28.37833333
599,48.16041667,48.16041667,48.16041667
600,34.43583333,34.43583333,34.43583333
601,29.6625,29.6625,29.6625
602,39.80166667,39.80166667,39.80166667
603,17.43083333,17.43083333,17.43083333
604,34.3075,34.3075,34.3075
605,29.245,29.245,29.245
606,30.11458333,30.11458333,30.11458333
607,57.72458333,57.72458333,57.72458333
608,55.57291667,55.57291667,55.57291667
609,16.93416667,16.93416667,16.93416667
610,16.47791667,16.47791667,16.47791667
611,28.32166667,28.32166667,28.32166667
612,22.15125,22.15125,22.15125
613,17.9475,17.9475,17.9475
614,12.5675,12.5675,12.5675
615,27.47666667,27.47666667,27.47666667
616,14.44695652,14.44695652,14.44695652
617,18.71958333,18.71958333,18.71958333
618,27.55708333,27.55708333,27.55708333
619,20.70375,20.70375,20.70375
620,10.20041667,10.20041667,10.20041667
621,9.931666667,9.931666667,9.931666667
622,11.57996887,11.57996887,11.57996887
623,30.05458333,30.05458333,30.05458333
624,25.97375,25.97375,25.97375
625,23.77208333,23.77208333,23.77208333
626,8.652083333,8.652083333,8.652083333
627,21.43833333,21.43833333,21.43833333
628,16.29708333,16.29708333,16.29708333
629,18.26833333,18.26833333,18.26833333
630,17.8925,17.8925,17.8925
631,16.42166667,16.42166667,16.42166667
632,10.49,10.49,10.49
633,14.48375,14.48375,14.48375
634,12.65225601,12.65225601,12.65225601
635,8.941269443,8.941269443,8.941269443
636,7.393759684,7.393759684,7.393759684
637,3.578542018,3.578542018,3.578542018
638,4.516642324,4.516642324,4.516642324
639,3.808933101,3.808933101,3.808933101
640,2.603868053,2.603868053,2.603868053
641,3.609278919,3.609278919,3.609278919
642,4.084151935,4.084151935,4.084151935
643,3.816673685,3.816673685,3.816673685
644,3.872475323,3.872475323,3.872475323
645,3.381963475,3.381963475,3.381963475
646,2.857501545,2.857501545,2.857501545
647,2.492235964,2.492235964,2.492235964
648,2.592927019,2.592927019,2.592927019
649,1.231957553,1.231957553,1.231957553
650,2.303452858,2.303452858,2.303452858
651,1.492401269,1.492401269,1.492401269
652,1.166322041,1.166322041,1.166322041
653,1.501085188,1.501085188,1.501085188
654,0.874974191,0.874974191,0.874974191
655,0.868905735,0.868905735,0.868905735
656,0.924989528,0.924989528,0.924989528
657,0.756399212,0.756399212,0.756399212
658,0.368248391,0.368248391,0.368248391
659,0.350573063,0.350573063,0.350573063
660,0.278672636,0.278672636,0.278672636
661,0.269624113,0.269624113,0.269624113
662,0.148347978,0.148347978,0.148347978
663,0.125969259,0.125969259,0.125969259
664,0.025227107,0.025227107,0.025227107
665,0.009323651,0.009323651,0.009323651
666,0.042811294,0.042811294,0.042811294
667,0.002605125,0.002605125,0.002605125
668,0.026684042,0.026684042,0.026684042
669,0.021498225,0.021498225,0.021498225
670,0.007499916,0.007499916,0.007499916
671,0,0,0
672,0.009341982,0.009341982,0.009341982
673,0,0,0
674,0,0,0
675,0,0,0
676,0,0,0
677,0,0,0
678,0,0,0
679,0,0,0
680,0.001041113,0.001041113,0.001041113
681,0,0,0
682,0,0,0
683,0,0,0
684,0,0,0
685,0,0,0
686,0,0,0
687,0,0,0
688,0,0,0
689,0,0,0
690,0.000359759,0.000359759,0.000359759
691,0.004695408,0.004695408,0.004695408
692,0,0,0
693,0.000205262,0.000205262,0.000205262
694,0,0,0
695,0,0,0
696,0,0,0
697,0,0,0
698,0,0,0
699,0,0,0
700,0,0,0
701,0,0,0
702,0,0,0
703,0,0,0
704,0,0,0
705,0,0,0
706,0,0,0
707,0,0,0
708,0,0,0
709,0,0,0
710,0,0,0
711,0,0,0
712,0,0,0
713,0,0,0
714,0,0,0
715,0.001289741,0.001289741,0.001289741
716,0.000400788,0.000400788,0.000400788
717,0.000478616,0.000478616,0.000478616
718,0,0,0
719,0.001653867,0.001653867,0.001653867
720,0,0,0
721,0,0,0
722,0,0,0
723,0,0,0
724,0,0,0
725,0,0,0
726,0,0,0
727,0,0,0
728,0,0,0
729,0,0,0
730,0,0,0
731,0,0,0
732,0,0,0
733,0,0,0
734,0.001130253,0.001130253,0.001130253
735,0,0,0
736,0.007680456,0.007680456,0.007680456
737,0.006062471,0.006062471,0.006062471
738,0.000910255,0.000910255,0.000910255
739,0,0,0
740,0.00049616,0.00049616,0.00049616
741,0.011034498,0.011034498,0.011034498
742,0.000445367,0.000445367,0.000445367
743,0,0,0
744,0,0,0
745,0,0,0
746,0,0,0
747,0,0,0
748,0,0,0
749,0,0,0
750,0,0,0
751,0,0,0
752,0,0,0
753,0.000173025,0.000173025,0.000173025
754,0,0,0
755,0.000272212,0.000272212,0.000272212
756,0,0,0
757,0.000380917,0.000380917,0.000380917
758,0.00028228,0.00028228,0.00028228
759,0.000771031,0.000771031,0.000771031
760,0.000219957,0.000219957,0.000219957
761,0,0,0
762,0,0,0
763,0,0,0
764,0.000571375,0.000571375,0.000571375
765,0,0,0
766,0,0,0
767,0.000499558,0.000499558,0.000499558
768,0,0,0
769,0,0,0
770,0.000940933,0.000940933,0.000940933
771,0.001336086,0.001336086,0.001336086
772,0.000166906,0.000166906,0.000166906
773,0.016180975,0.016180975,0.016180975
774,0.008799215,0.008799215,0.008799215
775,0.016067506,0.016067506,0.016067506
776,0.043487261,0.043487261,0.043487261
777,0.014507212,0.014507212,0.014507212
778,0.032665431,0.032665431,0.032665431
779,0.076328081,0.076328081,0.076328081
780,0.0443667,0.0443667,0.0443667
781,0.096583456,0.096583456,0.096583456
782,0.096826776,0.096826776,0.096826776
783,0.083724629,0.083724629,0.083724629
784,0.140645849,0.140645849,0.140645849
785,0.168720186,0.168720186,0.168720186
786,0.155190473,0.155190473,0.155190473
787,0.240360347,0.240360347,0.240360347
788,0.273837321,0.273837321,0.273837321
789,0.337588369,0.337588369,0.337588369
790,0.238058455,0.238058455,0.238058455
791,0.287184791,0.287184791,0.287184791
792,0.365473165,0.365473165,0.365473165
793,0.376614323,0.376614323,0.376614323
794,0.462017899,0.462017899,0.462017899
795,0.446052837,0.446052837,0.446052837
796,0.421799131,0.421799131,0.421799131
797,0.542846378,0.542846378,0.542846378
798,0.518001875,0.518001875,0.518001875
799,0.672632628,0.672632628,0.672632628
800,0.784326922,0.784326922,0.784326922
801,0.97152949,0.97152949,0.97152949
802,0.830172834,0.830172834,0.830172834
803,0.937205337,0.937205337,0.937205337
804,1.200097614,1.200097614,1.200097614
805,1.109505992,1.109505992,1.109505992
806,1.407238853,1.407238853,1.407238853
807,1.486063831,1.486063831,1.486063831
808,1.714614755,1.714614755,1.714614755
809,1.601687805,1.601687805,1.601687805
810,1.746261859,1.746261859,1.746261859
811,1.445683951,1.445683951,1.445683951
