565	732.964
565	975.4633333
565	835.0165
565	841.1195
565	835.471
565	860.211
565	768.8785
565	775.96
565	1231.481
930	871.5935
930	830.164
930	910.0595
1295	737.1345
1295	654.9085
1295	757.7045
1295	1039.802
1295	938.4935
1295	775.5216667
1295	892.9065
1295	809.285
2025	776.9593333
2025	761.6705
2025	787.12275
2025	1462.0815
2025	1141.2115
2025	754.6065
3850	1112.30375
3850	769.413
3850	755.2643333
3850	897.5245
3850	908.0685
3850	634.979
4945	1076.849333
4945	1156.405
4945	736.1475
4945	1041.3625
4945	1228.629667
4945	1242.68025
5310	981.9156667
5310	1000.036333
5310	1156.9605
5675	1039.052
5675	1146.5935
5675	1277.129
5675	786.73
5675	863.72
5675	1742.995333
6405	714.5775
6405	1811.661
6405	808.2175
8595	1196.95375
8595	869.6725
8595	1486.405
8595	1878.7845
8595	1751.539667
8595	1176.832
8595	863.7505
8595	841.6345
8595	1019.7535
11150	1234.402
11150	1039.039
11150	1686.416333
11150	904.586
11150	2579.188333
11150	1466.008333
11150	1417.1635
15530	2228.665667
15530	1707.275667
15530	1498.123
15530	1639.443333
15530	1990.28925
15530	993.9943333
15530	1789.583667
15530	1165.50475
15530	1108.402333
25750	1520.6905
25750	1681.712
25750	1189.932667
41445	2752.8255
41445	2036.427
41445	2996.752
41445	1435.538667
41445	3315.636
41445	1530.21
41445	1198.093667
41445	1594.27075
41445	1823.849333
730200	25270.273
730200	39302.8565
730200	23522.678
